agent_ip,src_ip,dest_ip,src_port,dest_port,proto,bytes_to_server,bytes_to_client,pkts_to_server,pkts_to_client,rule_level,total_bytes,total_packets,avg_packet_size,byte_asymmetry,packet_asymmetry,proto_num,src_ip_num,dest_ip_num,port_diff,log_bytes,log_packets,label
10.21.232.55,10.21.232.162,10.21.239.255,57621,57621,UDP,4386,0,51,0,3,4386,51,84.34615384615384,0.9997720537953044,0.9807692307692308,2,17,70,0,8.386400901166214,3.951243718581428,0
10.21.232.55,10.21.236.69,10.21.239.255,61003,59870,UDP,190,0,1,0,3,190,1,95.0,0.9947643979057592,0.5,2,41,70,-1133,5.25227342804663,0.6931471805599453,0
10.21.232.55,10.21.232.162,10.21.239.255,57621,57621,UDP,5246,0,61,0,3,5246,61,84.61290322580645,0.9998094149037544,0.9838709677419356,2,17,70,0,8.565411763686711,4.127134385045092,0
10.21.232.55,10.21.226.109,10.21.239.255,52372,22222,UDP,70,0,1,0,3,70,1,35.0,0.9859154929577464,0.5,2,2,70,-30150,4.262679877041316,0.6931471805599453,0
10.21.232.55,10.21.232.162,10.21.239.255,57621,57621,UDP,860,0,10,0,3,860,10,78.18181818181819,0.9988385598141696,0.9090909090909092,2,17,70,0,6.7580945044277305,2.3978952727983707,0
10.21.232.55,10.21.232.162,10.21.239.255,57621,57621,UDP,1720,0,20,0,3,1720,20,81.9047619047619,0.999418942475305,0.9523809523809524,2,17,70,0,7.450660796211539,3.044522437723423,0
10.21.232.55,10.21.232.55,10.24.0.193,59375,53,UDP,132,0,1,0,3,132,1,66.0,0.9924812030075189,0.5,2,29,73,-59322,4.890349128221754,0.6931471805599453,0
10.21.232.55,10.24.0.193,10.21.232.55,53,42923,UDP,132,196,1,1,3,328,2,109.33333333333331,-0.1945288753799392,0.0,2,47,47,42870,5.796057750765372,1.0986122886681096,0
10.21.232.55,10.21.232.55,10.24.0.193,55955,53,UDP,132,0,1,0,3,132,1,66.0,0.9924812030075189,0.5,2,29,73,-55902,4.890349128221754,0.6931471805599453,0
10.21.232.55,10.21.232.55,10.24.0.193,53793,53,UDP,132,0,1,0,3,132,1,66.0,0.9924812030075189,0.5,2,29,73,-53740,4.890349128221754,0.6931471805599453,0
10.21.232.55,10.24.0.193,10.21.232.55,53,59621,UDP,132,196,1,1,3,328,2,109.33333333333331,-0.1945288753799392,0.0,2,47,47,59568,5.796057750765372,1.0986122886681096,0
10.21.232.55,10.21.232.162,10.21.239.255,57621,57621,UDP,2580,0,30,0,3,2580,30,83.2258064516129,0.9996125532739248,0.967741935483871,2,17,70,0,7.855932199718614,3.4339872044851463,0
10.21.232.55,10.21.227.136,10.21.239.255,51103,22222,UDP,70,0,1,0,3,70,1,35.0,0.9859154929577464,0.5,2,10,70,-28881,4.262679877041316,0.6931471805599453,0
10.21.232.55,10.21.232.162,10.21.239.255,57621,57621,UDP,3440,0,40,0,3,3440,40,83.90243902439025,0.999709386806161,0.975609756097561,2,17,70,0,8.14351740579748,3.713572066704308,0
10.21.232.55,10.21.232.162,10.21.239.255,57621,57621,UDP,4300,0,50,0,3,4300,50,84.31372549019608,0.9997674959311788,0.9803921568627452,2,17,70,0,8.366602832783736,3.9318256327243257,0
10.21.232.55,10.21.232.55,10.24.0.193,47561,53,UDP,132,0,1,0,3,132,1,66.0,0.9924812030075189,0.5,2,29,73,-47508,4.890349128221754,0.6931471805599453,0
10.21.232.55,10.24.0.193,10.21.232.55,53,54910,UDP,132,196,1,1,3,328,2,109.33333333333331,-0.1945288753799392,0.0,2,47,47,54857,5.796057750765372,1.0986122886681096,0
10.21.232.55,10.21.232.55,10.24.0.193,33811,53,UDP,132,0,1,0,3,132,1,66.0,0.9924812030075189,0.5,2,29,73,-33758,4.890349128221754,0.6931471805599453,0
10.21.232.55,10.24.0.193,10.21.232.55,53,33811,UDP,132,196,1,1,3,328,2,109.33333333333331,-0.1945288753799392,0.0,2,47,47,33758,5.796057750765372,1.0986122886681096,0
10.21.232.55,10.21.232.162,10.21.239.255,57621,57621,UDP,688,0,8,0,3,688,8,76.44444444444444,0.9985486211901308,0.8888888888888888,2,17,70,0,6.535241271013659,2.19722457733622,0
10.21.232.55,10.21.232.55,10.24.0.193,53552,53,UDP,132,0,1,0,3,132,1,66.0,0.9924812030075189,0.5,2,29,73,-53499,4.890349128221754,0.6931471805599453,0
10.21.232.55,10.24.0.193,10.21.232.55,53,53552,UDP,132,196,1,1,3,328,2,109.33333333333331,-0.1945288753799392,0.0,2,47,47,53499,5.796057750765372,1.0986122886681096,0
10.21.232.55,10.21.232.162,10.21.239.255,57621,57621,UDP,1548,0,18,0,3,1548,18,81.47368421052632,0.999354422207876,0.9473684210526316,2,17,70,0,7.345364840416867,2.9444389791664403,0
10.21.232.55,10.21.232.162,10.21.239.255,57621,57621,UDP,2408,0,28,0,3,2408,28,83.03448275862068,0.9995848899958488,0.9655172413793104,2,17,70,0,7.786967002614872,3.367295829986474,0
10.21.232.55,10.21.232.162,10.21.239.255,57621,57621,UDP,3268,0,38,0,3,3268,38,83.7948717948718,0.9996940960538392,0.9743589743589745,2,17,70,0,8.092239406724211,3.6635616461296463,0
10.21.232.55,10.21.232.55,10.24.0.193,58486,53,UDP,132,0,1,0,3,132,1,66.0,0.9924812030075189,0.5,2,29,73,-58433,4.890349128221754,0.6931471805599453,0
10.21.232.55,10.24.0.193,10.21.232.55,53,58486,UDP,132,196,1,1,3,328,2,109.33333333333331,-0.1945288753799392,0.0,2,47,47,58433,5.796057750765372,1.0986122886681096,0
10.21.232.55,10.21.232.162,10.21.239.255,57621,57621,UDP,4128,0,48,0,3,4128,48,84.24489795918367,0.9997578106078954,0.979591836734694,2,17,70,0,8.32579052588609,3.8918202981106265,0
10.21.232.55,10.21.232.162,10.21.239.255,57621,57621,UDP,860,0,10,0,3,860,10,78.18181818181819,0.9988385598141696,0.9090909090909092,2,17,70,0,6.7580945044277305,2.3978952727983707,0
10.21.232.55,10.21.232.55,10.24.0.193,51929,53,UDP,132,0,1,0,3,132,1,66.0,0.9924812030075189,0.5,2,29,73,-51876,4.890349128221754,0.6931471805599453,0
10.21.232.55,10.24.0.193,10.21.232.55,53,51929,UDP,132,196,1,1,3,328,2,109.33333333333331,-0.1945288753799392,0.0,2,47,47,51876,5.796057750765372,1.0986122886681096,0
10.21.232.55,10.21.236.69,10.21.239.255,59483,59870,UDP,218,0,1,0,3,218,1,109.0,0.9954337899543378,0.5,2,41,70,387,5.389071729816501,0.6931471805599453,0
10.21.232.55,10.21.232.162,10.21.239.255,57621,57621,UDP,1720,0,20,0,3,1720,20,81.9047619047619,0.999418942475305,0.9523809523809524,2,17,70,0,7.450660796211539,3.044522437723423,0
10.21.232.55,10.21.232.55,10.24.0.193,46222,53,UDP,132,0,1,0,3,132,1,66.0,0.9924812030075189,0.5,2,29,73,-46169,4.890349128221754,0.6931471805599453,0
10.21.232.55,10.24.0.193,10.21.232.55,53,46222,UDP,132,196,1,1,3,328,2,109.33333333333331,-0.1945288753799392,0.0,2,47,47,46169,5.796057750765372,1.0986122886681096,0
10.21.232.55,10.21.232.162,10.21.239.255,57621,57621,UDP,2580,0,30,0,3,2580,30,83.2258064516129,0.9996125532739248,0.967741935483871,2,17,70,0,7.855932199718614,3.4339872044851463,0
10.21.232.55,10.21.232.162,10.21.239.255,57621,57621,UDP,3440,0,40,0,3,3440,40,83.90243902439025,0.999709386806161,0.975609756097561,2,17,70,0,8.14351740579748,3.713572066704308,0
10.21.232.55,10.21.232.162,10.21.239.255,57621,57621,UDP,4300,0,50,0,3,4300,50,84.31372549019608,0.9997674959311788,0.9803921568627452,2,17,70,0,8.366602832783736,3.9318256327243257,0
10.21.232.55,10.21.232.55,10.24.0.193,60021,53,UDP,132,0,1,0,3,132,1,66.0,0.9924812030075189,0.5,2,29,73,-59968,4.890349128221754,0.6931471805599453,0
10.21.232.55,10.24.0.193,10.21.232.55,53,60021,UDP,132,196,1,1,3,328,2,109.33333333333331,-0.1945288753799392,0.0,2,47,47,59968,5.796057750765372,1.0986122886681096,0
10.21.232.55,10.21.232.55,10.24.0.193,60790,53,UDP,83,0,1,0,3,83,1,41.5,0.988095238095238,0.5,2,29,73,-60737,4.430816798843313,0.6931471805599453,0
10.21.232.55,10.24.0.193,10.21.232.55,53,55982,UDP,132,196,1,1,3,328,2,109.33333333333331,-0.1945288753799392,0.0,2,47,47,55929,5.796057750765372,1.0986122886681096,0
10.21.232.55,10.21.232.162,10.21.239.255,57621,57621,UDP,602,0,7,0,3,602,7,75.25,0.9983416252072967,0.875,2,17,70,0,6.401917196727186,2.079441541679836,0
10.21.232.55,10.21.232.162,10.21.239.255,57621,57621,UDP,1462,0,17,0,3,1462,17,81.22222222222223,0.9993164730006836,0.9444444444444444,2,17,70,0,7.288244401020124,2.8903717578961645,0
10.21.232.55,10.21.232.55,10.24.0.193,56790,53,UDP,132,0,1,0,3,132,1,66.0,0.9924812030075189,0.5,2,29,73,-56737,4.890349128221754,0.6931471805599453,0
10.21.232.55,10.24.0.193,10.21.232.55,53,56790,UDP,132,196,1,1,3,328,2,109.33333333333331,-0.1945288753799392,0.0,2,47,47,56737,5.796057750765372,1.0986122886681096,0
10.21.232.55,10.21.232.55,10.24.0.193,56507,53,UDP,132,0,1,0,3,132,1,66.0,0.9924812030075189,0.5,2,29,73,-56454,4.890349128221754,0.6931471805599453,0
10.21.232.55,10.24.0.193,10.21.232.55,53,56507,UDP,132,196,1,1,3,328,2,109.33333333333331,-0.1945288753799392,0.0,2,47,47,56454,5.796057750765372,1.0986122886681096,0
10.21.232.55,10.21.232.162,10.21.239.255,57621,57621,UDP,2322,0,27,0,3,2322,27,82.92857142857143,0.9995695221696084,0.9642857142857144,2,17,70,0,7.750614732770409,3.332204510175204,0
10.21.232.55,10.21.232.55,10.24.0.193,37056,53,UDP,132,0,1,0,3,132,1,66.0,0.9924812030075189,0.5,2,29,73,-37003,4.890349128221754,0.6931471805599453,0
10.21.232.55,10.24.0.193,10.21.232.55,53,37056,UDP,132,196,1,1,3,328,2,109.33333333333331,-0.1945288753799392,0.0,2,47,47,37003,5.796057750765372,1.0986122886681096,0
10.21.232.55,10.21.232.162,10.21.239.255,57621,57621,UDP,3182,0,37,0,3,3182,37,83.73684210526316,0.9996858309770656,0.9736842105263158,2,17,70,0,8.065579427282092,3.6375861597263857,0
10.21.232.55,10.21.232.55,10.24.0.193,42232,53,UDP,132,0,1,0,3,132,1,66.0,0.9924812030075189,0.5,2,29,73,-42179,4.890349128221754,0.6931471805599453,0
10.21.232.55,10.24.0.193,10.21.232.55,53,42232,UDP,132,196,1,1,3,328,2,109.33333333333331,-0.1945288753799392,0.0,2,47,47,42179,5.796057750765372,1.0986122886681096,0
10.21.232.55,10.21.232.162,10.21.239.255,57621,57621,UDP,4042,0,47,0,3,4042,47,84.20833333333333,0.999752658916646,0.9791666666666666,2,17,70,0,8.304742269640771,3.8712010109078903,0
10.21.232.55,10.21.232.162,10.21.239.255,57621,57621,UDP,4902,0,57,0,3,4902,57,84.51724137931035,0.9997960432388334,0.9827586206896552,2,17,70,0,8.497602541651233,4.060443010546419,0
10.21.232.55,10.21.233.187,10.21.239.255,58184,22222,UDP,70,0,1,0,3,70,1,35.0,0.9859154929577464,0.5,2,31,70,-35962,4.262679877041316,0.6931471805599453,0
10.21.232.55,10.21.232.162,10.21.239.255,57621,57621,UDP,516,0,6,0,3,516,6,73.71428571428571,0.9980657640232108,0.8571428571428571,2,17,70,0,6.248042874508429,1.9459101490553128,0
10.21.232.55,10.21.232.162,10.21.239.255,57621,57621,UDP,1376,0,16,0,3,1376,16,80.94117647058823,0.9992737835875092,0.9411764705882352,2,17,70,0,7.227662498728655,2.833213344056216,0
10.21.232.55,10.21.236.69,10.21.239.255,59389,59870,UDP,227,0,1,0,3,227,1,113.5,0.9956140350877192,0.5,2,41,70,481,5.429345628954441,0.6931471805599453,0
10.21.232.55,10.21.232.162,10.21.239.255,57621,57621,UDP,2236,0,26,0,3,2236,26,82.81481481481481,0.9995529727313366,0.9629629629629628,2,17,70,0,7.71289096149013,3.295836866004329,0
10.21.232.55,10.21.232.55,10.24.0.193,32946,53,UDP,132,0,1,0,3,132,1,66.0,0.9924812030075189,0.5,2,29,73,-32893,4.890349128221754,0.6931471805599453,0
10.21.232.55,10.24.0.193,10.21.232.55,53,32984,UDP,132,196,1,1,3,328,2,109.33333333333331,-0.1945288753799392,0.0,2,47,47,32931,5.796057750765372,1.0986122886681096,0
10.21.232.55,10.21.232.162,10.21.239.255,57621,57621,UDP,3096,0,36,0,3,3096,36,83.67567567567568,0.9996771068776236,0.972972972972973,2,17,70,0,8.038189179973203,3.610917912644224,0
10.21.232.55,10.21.232.162,10.21.239.255,57621,57621,UDP,3956,0,46,0,3,3956,46,84.17021276595744,0.9997472832954258,0.9787234042553192,2,17,70,0,8.283241441385425,3.8501476017100575,0
10.21.232.55,10.24.0.193,10.21.232.55,53,48228,UDP,132,196,1,1,3,328,2,109.33333333333331,-0.1945288753799392,0.0,2,47,47,48175,5.796057750765372,1.0986122886681096,0
10.21.232.55,10.21.232.55,10.24.0.193,48228,53,UDP,132,0,1,0,3,132,1,66.0,0.9924812030075189,0.5,2,29,73,-48175,4.890349128221754,0.6931471805599453,0
10.21.232.55,10.21.232.162,10.21.239.255,57621,57621,UDP,516,0,6,0,3,516,6,73.71428571428571,0.9980657640232108,0.8571428571428571,2,17,70,0,6.248042874508429,1.9459101490553128,0
10.21.232.55,10.21.232.55,10.24.0.193,53327,53,UDP,132,0,1,0,3,132,1,66.0,0.9924812030075189,0.5,2,29,73,-53274,4.890349128221754,0.6931471805599453,0
10.21.232.55,10.24.0.193,10.21.232.55,53,53327,UDP,132,196,1,1,3,328,2,109.33333333333331,-0.1945288753799392,0.0,2,47,47,53274,5.796057750765372,1.0986122886681096,0
10.21.232.55,10.21.232.162,10.21.239.255,57621,57621,UDP,1376,0,16,0,3,1376,16,80.94117647058823,0.9992737835875092,0.9411764705882352,2,17,70,0,7.227662498728655,2.833213344056216,0
10.21.232.55,10.21.232.55,10.24.0.193,57789,53,UDP,132,0,1,0,3,132,1,66.0,0.9924812030075189,0.5,2,29,73,-57736,4.890349128221754,0.6931471805599453,0
10.21.232.55,10.24.0.193,10.21.232.55,53,57789,UDP,132,196,1,1,3,328,2,109.33333333333331,-0.1945288753799392,0.0,2,47,47,57736,5.796057750765372,1.0986122886681096,0
10.21.232.55,10.24.0.193,10.21.232.55,53,52314,UDP,132,196,1,1,3,328,2,109.33333333333331,-0.1945288753799392,0.0,2,47,47,52261,5.796057750765372,1.0986122886681096,0
10.21.232.55,10.21.232.55,10.24.0.193,52314,53,UDP,132,0,1,0,3,132,1,66.0,0.9924812030075189,0.5,2,29,73,-52261,4.890349128221754,0.6931471805599453,0
10.21.232.55,10.21.232.162,10.21.239.255,57621,57621,UDP,2236,0,26,0,3,2236,26,82.81481481481481,0.9995529727313366,0.9629629629629628,2,17,70,0,7.71289096149013,3.295836866004329,0
10.21.232.55,10.21.232.162,10.21.239.255,57621,57621,UDP,3096,0,36,0,3,3096,36,83.67567567567568,0.9996771068776236,0.972972972972973,2,17,70,0,8.038189179973203,3.610917912644224,0
10.21.232.55,10.21.232.162,10.21.239.255,57621,57621,UDP,86,0,1,0,3,86,1,43.0,0.9885057471264368,0.5,2,17,70,0,4.465908118654584,0.6931471805599453,0
10.21.232.55,10.21.232.162,10.21.239.255,57621,57621,UDP,946,0,11,0,3,946,11,78.83333333333333,0.9989440337909188,0.9166666666666666,2,17,70,0,6.853299093186078,2.4849066497880004,0
10.21.232.55,10.21.232.162,10.21.239.255,57621,57621,UDP,1806,0,21,0,3,1806,21,82.0909090909091,0.9994465965688988,0.9545454545454546,2,17,70,0,7.499423290592229,3.091042453358316,0
10.21.232.55,10.21.232.16,10.21.239.255,62976,22222,UDP,70,0,1,0,3,70,1,35.0,0.9859154929577464,0.5,2,16,70,-40754,4.262679877041316,0.6931471805599453,0
10.21.232.55,10.21.232.162,10.21.239.255,57621,57621,UDP,2666,0,31,0,3,2666,31,83.3125,0.9996250468691412,0.96875,2,17,70,0,7.888709524182015,3.4657359027997265,0
10.21.232.55,10.21.232.162,10.21.239.255,57621,57621,UDP,3526,0,41,0,3,3526,41,83.95238095238095,0.999716472923164,0.9761904761904762,2,17,70,0,8.168202930236053,3.737669618283368,0
10.21.232.55,10.21.236.69,10.21.239.255,65493,59870,UDP,200,0,1,0,3,200,1,100.0,0.9950248756218906,0.5,2,41,70,-5623,5.303304908059076,0.6931471805599453,0
10.21.232.55,10.21.232.162,10.21.239.255,57621,57621,UDP,258,0,3,0,3,258,3,64.5,0.996138996138996,0.75,2,17,70,0,5.556828061699537,1.3862943611198906,0
10.21.232.55,10.21.232.162,10.21.239.255,57621,57621,UDP,1118,0,13,0,3,1118,13,79.85714285714286,0.9991063449508488,0.9285714285714286,2,17,70,0,7.020190708311925,2.639057329615259,0
10.21.232.55,10.21.232.162,10.21.239.255,57621,57621,UDP,1978,0,23,0,3,1978,23,82.41666666666667,0.9994946942900454,0.9583333333333334,2,17,70,0,7.590346945602565,3.1780538303479458,0
10.21.232.55,10.21.232.162,10.21.239.255,57621,57621,UDP,2838,0,33,0,3,2838,33,83.47058823529412,0.9996477632969356,0.9705882352941176,2,17,70,0,7.951207156472972,3.5263605246161616,0
10.21.232.55,10.21.232.162,10.21.239.255,57621,57621,UDP,172,0,2,0,3,172,2,57.333333333333336,0.9942196531791908,0.6666666666666666,2,17,70,0,5.153291594497779,1.0986122886681096,0
10.21.232.55,10.21.232.162,10.21.239.255,57621,57621,UDP,1032,0,12,0,3,1032,12,79.38461538461539,0.999031945788964,0.9230769230769232,2,17,70,0,6.940222469119639,2.5649493574615367,0
10.21.232.55,10.22.36.77,10.21.225.71,62316,8000,TCP,390,0,5,0,3,390,5,65.0,0.9974424552429668,0.8333333333333334,1,44,8,-54316,5.968707559985366,1.791759469228055,0
10.21.232.55,10.21.232.162,10.21.239.255,57621,57621,UDP,1892,0,22,0,3,1892,22,82.26086956521739,0.9994717379820393,0.9565217391304348,2,17,70,0,7.545918151209323,3.1354942159291497,0
10.21.232.55,10.22.36.77,10.21.225.71,62722,8000,TCP,390,0,5,0,3,390,5,65.0,0.9974424552429668,0.8333333333333334,1,44,8,-54722,5.968707559985366,1.791759469228055,0
10.21.232.55,10.21.232.162,10.21.239.255,57621,57621,UDP,2752,0,32,0,3,2752,32,83.39393939393939,0.9996367598982928,0.9696969696969696,2,17,70,0,7.920446505142607,3.49650756146648,0
10.21.232.55,10.21.232.162,10.21.239.255,57621,57621,UDP,3612,0,42,0,3,3612,42,84.0,0.9997232216994189,0.9767441860465116,2,17,70,0,8.19229373114764,3.7612001156935615,0
10.21.232.55,10.21.232.55,10.24.0.193,55158,53,UDP,132,0,1,0,3,132,1,66.0,0.9924812030075189,0.5,2,29,73,-55105,4.890349128221754,0.6931471805599453,0
10.21.232.55,10.24.0.193,10.21.232.55,53,55158,UDP,132,196,1,1,3,328,2,109.33333333333331,-0.1945288753799392,0.0,2,47,47,55105,5.796057750765372,1.0986122886681096,0
10.21.232.55,10.21.232.162,10.21.239.255,57621,57621,UDP,688,0,8,0,3,688,8,76.44444444444444,0.9985486211901308,0.8888888888888888,2,17,70,0,6.535241271013659,2.19722457733622,0
10.21.232.55,10.21.232.55,10.24.0.193,47387,53,UDP,132,0,1,0,3,132,1,66.0,0.9924812030075189,0.5,2,29,73,-47334,4.890349128221754,0.6931471805599453,0
10.21.232.55,10.24.0.193,10.21.232.55,53,47387,UDP,132,196,1,1,3,328,2,109.33333333333331,-0.1945288753799392,0.0,2,47,47,47334,5.796057750765372,1.0986122886681096,0
10.21.232.55,10.21.232.162,10.21.239.255,57621,57621,UDP,1548,0,18,0,3,1548,18,81.47368421052632,0.999354422207876,0.9473684210526316,2,17,70,0,7.345364840416867,2.9444389791664403,0
10.21.232.55,10.21.232.55,10.24.0.193,39828,53,UDP,132,0,1,0,3,132,1,66.0,0.9924812030075189,0.5,2,29,73,-39775,4.890349128221754,0.6931471805599453,0
10.21.232.55,10.24.0.193,10.21.232.55,53,39828,UDP,132,196,1,1,3,328,2,109.33333333333331,-0.1945288753799392,0.0,2,47,47,39775,5.796057750765372,1.0986122886681096,0
10.21.232.55,10.21.232.162,10.21.239.255,57621,57621,UDP,2408,0,28,0,3,2408,28,83.03448275862068,0.9995848899958488,0.9655172413793104,2,17,70,0,7.786967002614872,3.367295829986474,0
10.21.232.55,10.21.236.69,10.21.239.255,57985,59870,UDP,197,0,1,0,3,197,1,98.5,0.9949494949494948,0.5,2,41,70,1885,5.288267030694535,0.6931471805599453,0
10.21.232.55,10.21.232.162,10.21.239.255,57621,57621,UDP,3268,0,38,0,3,3268,38,83.7948717948718,0.9996940960538392,0.9743589743589745,2,17,70,0,8.092239406724211,3.6635616461296463,0
10.21.232.55,10.21.232.162,10.21.239.255,57621,57621,UDP,860,0,10,0,3,860,10,78.18181818181819,0.9988385598141696,0.9090909090909092,2,17,70,0,6.7580945044277305,2.3978952727983707,0
10.21.232.55,10.21.232.55,10.24.0.193,34204,53,UDP,132,0,1,0,3,132,1,66.0,0.9924812030075189,0.5,2,29,73,-34151,4.890349128221754,0.6931471805599453,0
10.21.232.55,10.24.0.193,10.21.232.55,53,34204,UDP,132,196,1,1,3,328,2,109.33333333333331,-0.1945288753799392,0.0,2,47,47,34151,5.796057750765372,1.0986122886681096,0
10.21.232.55,10.21.232.162,10.21.239.255,57621,57621,UDP,1720,0,20,0,3,1720,20,81.9047619047619,0.999418942475305,0.9523809523809524,2,17,70,0,7.450660796211539,3.044522437723423,0
10.21.232.55,10.21.232.162,10.21.239.255,57621,57621,UDP,2580,0,30,0,3,2580,30,83.2258064516129,0.9996125532739248,0.967741935483871,2,17,70,0,7.855932199718614,3.4339872044851463,0
10.21.232.55,10.21.232.162,10.21.239.255,57621,57621,UDP,3440,0,40,0,3,3440,40,83.90243902439025,0.999709386806161,0.975609756097561,2,17,70,0,8.14351740579748,3.713572066704308,0
10.21.232.55,10.21.232.162,10.21.239.255,57621,57621,UDP,860,0,10,0,3,860,10,78.18181818181819,0.9988385598141696,0.9090909090909092,2,17,70,0,6.7580945044277305,2.3978952727983707,0
10.21.232.55,10.21.232.55,10.24.0.193,48296,53,UDP,132,0,1,0,3,132,1,66.0,0.9924812030075189,0.5,2,29,73,-48243,4.890349128221754,0.6931471805599453,0
10.21.232.55,10.24.0.193,10.21.232.55,53,48296,UDP,132,196,1,1,3,328,2,109.33333333333331,-0.1945288753799392,0.0,2,47,47,48243,5.796057750765372,1.0986122886681096,0
10.21.232.55,10.21.232.162,10.21.239.255,57621,57621,UDP,1720,0,20,0,3,1720,20,81.9047619047619,0.999418942475305,0.9523809523809524,2,17,70,0,7.450660796211539,3.044522437723423,0
10.21.232.55,10.21.232.162,10.21.239.255,57621,57621,UDP,2580,0,30,0,3,2580,30,83.2258064516129,0.9996125532739248,0.967741935483871,2,17,70,0,7.855932199718614,3.4339872044851463,0
10.21.232.55,10.21.232.162,10.21.239.255,57621,57621,UDP,3440,0,40,0,3,3440,40,83.90243902439025,0.999709386806161,0.975609756097561,2,17,70,0,8.14351740579748,3.713572066704308,0
10.21.232.55,10.21.232.55,10.24.0.193,38022,53,UDP,132,0,1,0,3,132,1,66.0,0.9924812030075189,0.5,2,29,73,-37969,4.890349128221754,0.6931471805599453,0
10.21.232.55,10.24.0.193,10.21.232.55,53,48375,UDP,132,196,1,1,3,328,2,109.33333333333331,-0.1945288753799392,0.0,2,47,47,48322,5.796057750765372,1.0986122886681096,0
10.21.232.55,10.21.232.162,10.21.239.255,57621,57621,UDP,4300,0,50,0,3,4300,50,84.31372549019608,0.9997674959311788,0.9803921568627452,2,17,70,0,8.366602832783736,3.9318256327243257,0
10.21.232.55,10.21.232.55,10.24.0.193,35706,53,UDP,132,0,1,0,3,132,1,66.0,0.9924812030075189,0.5,2,29,73,-35653,4.890349128221754,0.6931471805599453,0
10.21.232.55,10.24.0.193,10.21.232.55,53,35706,UDP,132,196,1,1,3,328,2,109.33333333333331,-0.1945288753799392,0.0,2,47,47,35653,5.796057750765372,1.0986122886681096,0
10.21.232.55,10.21.232.162,10.21.239.255,57621,57621,UDP,5160,0,60,0,3,5160,60,84.59016393442623,0.9998062391009496,0.9836065573770492,2,17,70,0,8.548885638148727,4.110873864173311,0
10.21.232.55,10.21.232.55,10.24.0.193,35106,53,UDP,132,0,1,0,3,132,1,66.0,0.9924812030075189,0.5,2,29,73,-35053,4.890349128221754,0.6931471805599453,0
10.21.232.55,10.24.0.193,10.21.232.55,53,35106,UDP,132,196,1,1,3,328,2,109.33333333333331,-0.1945288753799392,0.0,2,47,47,35053,5.796057750765372,1.0986122886681096,0
10.21.232.55,10.21.232.162,10.21.239.255,57621,57621,UDP,430,0,5,0,3,430,5,71.66666666666667,0.9976798143851509,0.8333333333333334,2,17,70,0,6.066108090103747,1.791759469228055,0
10.21.232.55,10.22.36.77,10.21.225.71,64657,8000,TCP,390,0,5,0,3,390,5,65.0,0.9974424552429668,0.8333333333333334,1,44,8,-56657,5.968707559985366,1.791759469228055,0
10.21.232.55,10.21.236.69,10.21.239.255,54479,59870,UDP,207,0,1,0,3,207,1,103.5,0.9951923076923076,0.5,2,41,70,5391,5.337538079701318,0.6931471805599453,0
10.21.232.55,10.21.232.162,10.21.239.255,57621,57621,UDP,1290,0,15,0,3,1290,15,80.625,0.9992254066615028,0.9375,2,17,70,0,7.1631723908466425,2.772588722239781,0
10.21.232.55,10.21.232.162,10.21.239.255,57621,57621,UDP,2150,0,25,0,3,2150,25,82.6923076923077,0.99953509995351,0.9615384615384616,2,17,70,0,7.67368812926773,3.258096538021482,0
10.21.232.55,10.21.232.162,10.21.239.255,57621,57621,UDP,3010,0,35,0,3,3010,35,83.61111111111111,0.9996678844237796,0.9722222222222222,2,17,70,0,8.010027528481734,3.58351893845611,0
10.21.232.55,10.21.232.162,10.21.239.255,57621,57621,UDP,3870,0,45,0,3,3870,45,84.1304347826087,0.9997416688194264,0.9782608695652174,2,17,70,0,8.261268150577648,3.828641396489095,0
10.21.232.55,10.21.232.162,10.21.239.255,57621,57621,UDP,4730,0,55,0,3,4730,55,84.46428571428571,0.9997886281969984,0.9821428571428572,2,17,70,0,8.461891875631148,4.02535169073515,0
10.21.232.55,10.21.232.162,10.21.239.255,57621,57621,UDP,5590,0,65,0,3,5590,65,84.6969696969697,0.9998211411196566,0.9848484848484848,2,17,70,0,8.628913441026645,4.189654742026425,0
10.21.232.55,10.21.232.162,10.21.239.255,57621,57621,UDP,6450,0,75,0,3,6450,75,84.86842105263158,0.999844985273601,0.986842105263158,2,17,70,0,8.771990436532242,4.330733340286331,0
10.21.232.55,10.21.232.55,10.24.0.193,60618,53,UDP,132,0,1,0,3,132,1,66.0,0.9924812030075189,0.5,2,29,73,-60565,4.890349128221754,0.6931471805599453,0
10.21.232.55,10.24.0.193,10.21.232.55,53,47374,UDP,132,196,1,1,3,328,2,109.33333333333331,-0.1945288753799392,0.0,2,47,47,47321,5.796057750765372,1.0986122886681096,0
10.21.232.55,10.21.232.162,10.21.239.255,57621,57621,UDP,688,0,8,0,3,688,8,76.44444444444444,0.9985486211901308,0.8888888888888888,2,17,70,0,6.535241271013659,2.19722457733622,0
10.21.232.55,10.21.232.162,10.21.239.255,57621,57621,UDP,1548,0,18,0,3,1548,18,81.47368421052632,0.999354422207876,0.9473684210526316,2,17,70,0,7.345364840416867,2.9444389791664403,0
10.21.232.55,10.22.36.77,10.21.225.71,50304,8000,TCP,390,0,5,0,3,390,5,65.0,0.9974424552429668,0.8333333333333334,1,44,8,-42304,5.968707559985366,1.791759469228055,0
