agent_ip,src_ip,dest_ip,src_port,dest_port,proto,bytes_to_server,bytes_to_client,pkts_to_server,pkts_to_client,rule_level
10.21.232.55,10.21.232.162,10.21.239.255,57621,57621,UDP,2924,0,34,0,3
10.21.232.55,10.21.232.16,10.21.239.255,52002,22222,UDP,70,0,1,0,3
10.21.232.55,10.21.232.162,10.21.239.255,57621,57621,UDP,3784,0,44,0,3
10.21.232.55,10.21.232.55,10.24.0.193,37689,53,UDP,132,0,1,0,3
10.21.232.55,10.24.0.193,10.21.232.55,53,37689,UDP,132,196,1,1,3
10.21.232.55,10.21.232.55,10.24.0.193,60549,53,UDP,132,0,1,0,3
10.21.232.55,10.24.0.193,10.21.232.55,53,60549,UDP,132,196,1,1,3
10.21.232.55,10.21.232.162,10.21.239.255,57621,57621,UDP,4644,0,54,0,3
10.21.232.55,10.21.232.55,10.24.0.193,60407,53,UDP,132,0,1,0,3
10.21.232.55,10.24.0.193,10.21.232.55,53,60407,UDP,132,196,1,1,3
10.21.232.55,10.21.232.162,10.21.239.255,57621,57621,UDP,5504,0,64,0,3
10.21.232.55,10.21.232.162,10.21.239.255,57621,57621,UDP,6364,0,74,0,3
10.21.232.55,10.21.232.55,10.24.0.193,41831,53,UDP,132,0,1,0,3
10.21.232.55,10.24.0.193,10.21.232.55,53,41831,UDP,132,196,1,1,3
10.21.232.55,10.21.232.162,10.21.239.255,57621,57621,UDP,688,0,8,0,3
10.21.232.55,10.21.232.162,10.21.239.255,57621,57621,UDP,1548,0,18,0,3
10.21.232.55,10.21.232.55,10.24.0.193,58881,53,UDP,132,0,1,0,3
10.21.232.55,10.24.0.193,10.21.232.55,53,38751,UDP,132,132,1,1,3
10.21.232.55,10.21.232.162,10.21.239.255,57621,57621,UDP,2408,0,28,0,3
10.21.232.55,10.21.236.69,10.21.239.255,64515,59870,UDP,206,0,1,0,3
10.21.232.55,10.21.232.162,10.21.239.255,57621,57621,UDP,3268,0,38,0,3
10.21.232.55,10.21.232.55,10.24.0.193,36609,53,UDP,132,0,1,0,3
10.21.232.55,10.24.0.193,10.21.232.55,53,48727,UDP,132,196,1,1,3
10.21.232.55,10.21.232.162,10.21.239.255,57621,57621,UDP,4128,0,48,0,3
10.21.232.55,10.21.232.55,10.24.0.193,55400,53,UDP,132,0,1,0,3
10.21.232.55,10.24.0.193,10.21.232.55,53,55400,UDP,132,196,1,1,3
10.21.232.55,10.21.232.162,10.21.239.255,57621,57621,UDP,4988,0,58,0,3
10.21.232.55,10.21.232.162,10.21.239.255,57621,57621,UDP,5848,0,68,0,3
10.21.232.55,10.21.232.162,10.21.239.255,57621,57621,UDP,6708,0,78,0,3
10.21.232.55,10.21.232.162,10.21.239.255,57621,57621,UDP,688,0,8,0,3
10.21.232.55,10.21.232.162,10.21.239.255,57621,57621,UDP,1548,0,18,0,3
10.21.232.55,10.21.232.55,10.24.0.193,55037,53,UDP,132,0,1,0,3
10.21.232.55,10.24.0.193,10.21.232.55,53,58454,UDP,132,196,1,1,3
10.21.232.55,10.21.232.162,10.21.239.255,57621,57621,UDP,2408,0,28,0,3
10.21.232.55,10.21.239.44,10.21.239.255,43994,137,UDP,92,0,1,0,3
10.21.232.55,10.21.232.162,10.21.239.255,57621,57621,UDP,3268,0,38,0,3
10.21.232.55,10.21.232.162,10.21.239.255,57621,57621,UDP,4128,0,48,0,3
10.21.232.55,10.21.232.162,10.21.239.255,57621,57621,UDP,4988,0,58,0,3
10.21.232.55,10.21.232.55,10.24.0.193,59806,53,UDP,132,0,1,0,3
10.21.232.55,10.24.0.193,10.21.232.55,53,59806,UDP,132,196,1,1,3
10.21.232.55,10.21.232.162,10.21.239.255,57621,57621,UDP,5848,0,68,0,3
10.21.232.55,10.21.236.69,10.21.239.255,62757,59870,UDP,241,0,1,0,3
10.21.232.55,10.21.232.162,10.21.239.255,57621,57621,UDP,688,0,8,0,3
10.21.232.55,10.21.232.162,10.21.239.255,57621,57621,UDP,1548,0,18,0,3
10.21.232.55,10.21.232.162,10.21.239.255,57621,57621,UDP,2408,0,28,0,3
10.21.232.55,10.21.232.162,10.21.239.255,57621,57621,UDP,3268,0,38,0,3
10.21.232.55,10.21.232.162,10.21.239.255,57621,57621,UDP,4128,0,48,0,3
10.21.232.55,10.21.232.162,10.21.239.255,57621,57621,UDP,4988,0,58,0,3
10.21.232.55,10.21.230.61,10.21.239.255,54019,137,UDP,92,0,1,0,3
10.21.232.55,10.21.232.162,10.21.239.255,57621,57621,UDP,5848,0,68,0,3
10.21.232.55,10.21.232.162,10.21.239.255,57621,57621,UDP,516,0,6,0,3
10.21.232.55,10.21.232.162,10.21.239.255,57621,57621,UDP,1376,0,16,0,3
10.21.232.55,10.21.232.162,10.21.239.255,57621,57621,UDP,2236,0,26,0,3
10.21.232.55,10.21.236.69,10.21.239.255,56404,22222,UDP,70,0,1,0,3
10.21.232.55,10.21.236.69,10.21.239.255,54779,22222,UDP,70,0,1,0,3
10.21.232.55,10.21.232.162,10.21.239.255,57621,57621,UDP,3096,0,36,0,3
10.21.232.55,10.21.236.69,10.21.239.255,61558,22222,UDP,70,0,1,0,3
10.21.232.55,10.21.232.162,10.21.239.255,57621,57621,UDP,3956,0,46,0,3
10.21.232.55,10.21.232.162,10.21.239.255,57621,57621,UDP,4816,0,56,0,3
10.21.232.55,10.21.232.162,10.21.239.255,57621,57621,UDP,5676,0,66,0,3
10.21.232.55,10.21.232.55,10.24.0.193,35655,53,UDP,132,0,1,0,3
10.21.232.55,10.24.0.193,10.21.232.55,53,56083,UDP,132,196,1,1,3
10.21.232.55,10.21.232.55,10.24.0.193,52464,53,UDP,132,0,1,0,3
10.21.232.55,10.21.232.55,10.21.227.83,43006,631,TCP,750,301,5,4,3
10.21.232.55,10.21.232.55,10.21.228.18,43396,631,TCP,758,270,5,4,3
10.21.232.55,10.21.232.55,10.21.228.18,43398,631,TCP,684,270,4,4,3
10.21.232.55,10.21.232.55,10.21.228.18,43402,631,TCP,661,270,4,4,3
10.21.232.55,10.21.232.162,10.21.239.255,57621,57621,UDP,602,0,7,0,3
10.21.232.55,10.21.232.162,10.21.239.255,57621,57621,UDP,1462,0,17,0,3
10.21.232.55,10.21.232.162,10.21.239.255,57621,57621,UDP,2322,0,27,0,3
10.21.232.55,10.21.227.136,10.21.239.255,63162,22222,UDP,70,0,1,0,3
10.21.232.55,10.21.232.162,10.21.239.255,57621,57621,UDP,3182,0,37,0,3
10.21.232.55,10.21.232.162,10.21.239.255,57621,57621,UDP,4042,0,47,0,3
10.21.232.55,10.21.226.109,10.21.239.255,53389,22222,UDP,70,0,1,0,3
10.21.232.55,10.21.232.162,10.21.239.255,57621,57621,UDP,4902,0,57,0,3
10.21.232.55,10.21.232.162,10.21.239.255,57621,57621,UDP,344,0,4,0,3
10.21.232.55,10.21.234.223,10.21.239.255,137,137,UDP,92,0,1,0,3
10.21.232.55,10.21.236.69,10.21.239.255,60858,59870,UDP,236,0,1,0,3
10.21.232.55,10.21.236.69,10.21.239.255,59064,59870,UDP,255,0,1,0,3
10.21.232.55,10.21.227.108,10.21.239.255,138,138,UDP,240,0,1,0,3
10.21.232.55,10.21.227.108,10.21.239.255,49706,22222,UDP,70,0,1,0,3
10.21.232.55,10.21.227.108,10.21.239.255,53521,22222,UDP,70,0,1,0,3
10.21.232.55,10.21.226.109,10.21.239.255,64370,22222,UDP,70,0,1,0,3
10.21.232.55,10.21.233.187,10.21.239.255,49613,22222,UDP,70,0,1,0,3
10.21.232.55,10.21.227.136,10.21.239.255,64278,22222,UDP,70,0,1,0,3
10.21.232.55,0.0.0.0,255.255.255.255,68,67,UDP,330,0,1,0,3
10.21.232.55,0.0.0.0,255.255.255.255,68,67,UDP,996,0,3,0,3
10.21.232.55,10.21.236.69,10.21.239.255,57985,59870,UDP,225,0,1,0,3
10.21.232.55,0.0.0.0,255.255.255.255,68,67,UDP,330,0,1,0,3
10.21.232.55,0.0.0.0,255.255.255.255,68,67,UDP,1687,0,5,0,3
10.21.232.55,10.21.232.162,10.21.239.255,57621,57621,UDP,168,0,2,0,3
10.21.232.55,10.21.226.109,10.21.239.255,50355,161,UDP,83,0,1,0,3
10.21.232.55,10.21.232.162,10.21.239.255,57621,57621,UDP,1200,0,14,0,3
10.21.232.55,10.21.232.162,10.21.239.255,57621,57621,UDP,2318,0,27,0,3
10.21.232.55,10.21.232.162,10.21.239.255,57621,57621,UDP,3178,0,37,0,3
10.21.232.55,10.21.232.162,10.21.239.255,57621,57621,UDP,4038,0,47,0,3
10.21.232.55,10.21.226.109,10.21.239.255,63035,22222,UDP,70,0,1,0,3
10.21.232.55,10.21.232.162,10.21.239.255,57621,57621,UDP,4898,0,57,0,3
10.21.232.55,10.21.227.108,10.21.239.255,51289,3289,UDP,60,0,1,0,3
10.21.232.55,10.21.227.108,10.21.239.255,138,138,UDP,243,0,1,0,3
10.21.232.55,10.21.236.69,10.21.239.255,57600,59870,UDP,215,0,1,0,3
10.21.232.55,10.21.232.162,10.21.239.255,57621,57621,UDP,5758,0,67,0,3
10.21.232.55,10.21.232.162,10.21.239.255,57621,57621,UDP,602,0,7,0,3
10.21.232.55,10.21.232.162,10.21.239.255,57621,57621,UDP,1462,0,17,0,3
10.21.232.55,10.21.232.162,10.21.239.255,57621,57621,UDP,2322,0,27,0,3
10.21.232.55,10.21.232.162,10.21.239.255,57621,57621,UDP,3182,0,37,0,3
10.21.232.55,10.21.232.162,10.21.239.255,57621,57621,UDP,4042,0,47,0,3
10.21.232.55,10.21.227.114,10.21.228.13,62658,5358,TCP,132,0,2,0,3
10.21.232.55,10.21.232.162,10.21.239.255,57621,57621,UDP,4902,0,57,0,3
10.21.232.55,10.21.232.162,10.21.239.255,57621,57621,UDP,5762,0,67,0,3
10.21.232.55,10.21.232.26,10.21.228.13,58474,5358,TCP,132,0,2,0,3
10.21.232.55,10.21.232.162,10.21.239.255,57621,57621,UDP,6622,0,77,0,3
10.21.232.55,10.21.236.69,10.21.239.255,59607,59870,UDP,192,0,1,0,3
10.21.232.55,10.21.236.69,10.21.239.255,65269,59870,UDP,179,0,1,0,3
10.21.232.55,0.0.0.0,255.255.255.255,68,67,UDP,330,0,1,0,3
10.21.232.55,10.21.236.69,10.21.239.255,53271,59870,UDP,212,0,1,0,3
10.21.232.55,10.21.236.69,10.21.239.255,64166,59870,UDP,215,0,1,0,3
10.21.232.55,10.21.236.69,10.21.239.255,58173,59870,UDP,163,0,1,0,3
10.21.232.55,10.21.236.69,10.21.239.255,62756,59870,UDP,259,0,1,0,3
10.21.232.55,10.21.235.23,10.21.239.255,57548,137,UDP,92,0,1,0,3
10.21.232.55,10.21.236.69,10.21.239.255,64417,59870,UDP,207,0,1,0,3
10.21.232.55,10.21.236.69,10.21.239.255,63117,59870,UDP,186,0,1,0,3
10.21.232.55,10.21.236.69,10.21.239.255,53784,59870,UDP,199,0,1,0,3
10.21.232.55,10.21.232.55,10.24.0.193,56482,53,UDP,132,0,1,0,3
10.21.232.55,10.24.0.193,10.21.232.55,53,56482,UDP,132,196,1,1,3
10.21.232.55,10.21.232.55,10.21.234.129,32868,631,TCP,750,301,5,4,3
10.21.232.55,10.21.232.55,10.21.227.83,60850,631,TCP,750,301,5,4,3
10.21.232.55,10.21.232.55,10.21.228.18,49966,631,TCP,750,301,5,4,3
10.21.232.55,10.21.232.55,10.21.228.18,49966,631,TCP,11788,391621,166,276,3
10.21.232.55,10.21.232.55,10.21.228.18,49966,631,TCP,21747,784059,311,543,3
10.21.232.55,10.21.232.55,10.21.232.50,60510,631,TCP,762,167,5,2,3
10.21.232.55,10.21.232.50,10.21.232.55,631,60510,TCP,828,1966,6,4,3
10.21.232.55,10.21.232.55,10.24.0.193,40310,53,UDP,65,0,1,0,3
10.21.232.55,10.24.0.193,10.21.232.55,53,40310,UDP,65,140,1,1,3
10.21.232.55,10.21.232.55,10.21.236.119,52608,631,TCP,754,301,5,4,3
10.21.232.55,10.21.236.69,10.21.239.255,50641,59870,UDP,210,0,1,0,3
10.21.232.55,10.21.232.55,10.21.234.204,37050,631,TCP,661,270,4,4,3
10.21.232.55,10.21.232.55,10.21.234.204,37042,631,TCP,684,270,4,4,3
10.21.232.55,10.21.232.55,10.21.234.204,37046,631,TCP,684,270,4,4,3
10.21.232.55,10.21.232.55,10.21.234.204,33474,631,TCP,684,270,4,4,3
10.21.232.55,10.21.232.55,10.21.234.204,33488,631,TCP,684,270,4,4,3
10.21.232.55,10.21.232.55,10.21.234.204,33494,631,TCP,661,270,4,4,3
10.21.232.55,10.21.232.55,10.24.0.193,54526,53,UDP,132,0,1,0,3
10.21.232.55,10.24.0.193,10.21.232.55,53,34448,UDP,132,196,1,1,3
10.21.232.55,10.21.232.55,10.24.0.193,54636,53,UDP,132,0,1,0,3
10.21.232.55,10.24.0.193,10.21.232.55,53,54636,UDP,132,196,1,1,3
10.21.232.55,10.21.236.69,10.21.239.255,50301,59870,UDP,244,0,1,0,3
10.21.232.55,10.21.232.55,10.24.0.193,40485,53,UDP,132,0,1,0,3
10.21.232.55,10.24.0.193,10.21.232.55,53,40485,UDP,132,196,1,1,3
10.21.232.55,10.21.236.69,10.21.239.255,50891,59870,UDP,170,0,1,0,3
10.21.232.55,10.21.232.55,10.24.0.193,33368,53,UDP,132,0,1,0,3
10.21.232.55,10.24.0.193,10.21.232.55,53,33368,UDP,132,196,1,1,3
10.21.232.55,10.21.232.55,10.24.0.193,48650,53,UDP,132,0,1,0,3
10.21.232.55,10.24.0.193,10.21.232.55,53,48650,UDP,132,196,1,1,3
10.21.232.55,10.21.232.55,10.24.0.193,43874,53,UDP,132,0,1,0,3
10.21.232.55,10.24.0.193,10.21.232.55,53,43874,UDP,132,196,1,1,3
10.21.232.55,10.21.232.55,10.24.0.193,51751,53,UDP,132,0,1,0,3
10.21.232.55,10.24.0.193,10.21.232.55,53,51751,UDP,132,196,1,1,3
10.21.232.55,10.21.227.108,10.21.239.255,61199,22222,UDP,70,0,1,0,3
10.21.232.55,10.21.226.109,10.21.239.255,51710,22222,UDP,70,0,1,0,3
10.21.232.55,10.21.227.108,10.21.239.255,58593,22222,UDP,70,0,1,0,3
10.21.232.55,10.21.232.55,10.24.0.193,60609,53,UDP,132,0,1,0,3
10.21.232.55,10.24.0.193,10.21.232.55,53,53223,UDP,132,196,1,1,3
10.21.232.55,10.21.232.55,10.24.0.193,41439,53,UDP,132,0,1,0,3
10.21.232.55,10.24.0.193,10.21.232.55,53,41798,UDP,132,196,1,1,3
10.21.232.55,10.21.232.55,10.24.0.193,50213,53,UDP,132,0,1,0,3
10.21.232.55,10.21.232.55,10.21.236.77,33754,631,TCP,824,301,6,4,3
10.21.232.55,10.24.0.193,10.21.232.55,53,35714,UDP,132,196,1,1,3
10.21.232.55,10.21.232.55,10.21.227.83,47080,631,TCP,750,301,5,4,3
10.21.232.55,10.21.232.55,10.24.0.193,54124,53,UDP,132,0,1,0,3
10.21.232.55,10.24.0.193,10.21.232.55,53,34296,UDP,132,196,1,1,3
10.21.232.55,10.21.227.108,10.21.239.255,64861,22222,UDP,70,0,1,0,3
10.21.232.55,10.21.227.108,10.21.239.255,62019,22222,UDP,70,0,1,0,3
10.21.232.55,10.21.232.55,10.24.0.193,50870,53,UDP,132,0,1,0,3
10.21.232.55,10.24.0.193,10.21.232.55,53,50870,UDP,132,196,1,1,3
10.21.232.55,10.21.232.55,10.24.0.193,51670,53,UDP,132,0,1,0,3
10.21.232.55,10.24.0.193,10.21.232.55,53,51670,UDP,132,196,1,1,3
10.21.232.55,10.21.232.55,10.24.0.193,59413,53,UDP,132,0,1,0,3
10.21.232.55,10.24.0.193,10.21.232.55,53,59941,UDP,132,196,1,1,3
10.21.232.55,10.21.236.69,10.21.239.255,65216,59870,UDP,199,0,1,0,3
10.21.232.55,10.21.226.109,10.21.239.255,59259,22222,UDP,70,0,1,0,3
10.21.232.55,10.21.232.55,10.24.0.193,34580,53,UDP,132,0,1,0,3
10.21.232.55,10.24.0.193,10.21.232.55,53,34580,UDP,132,132,1,1,3
10.21.232.55,10.21.232.55,10.24.0.193,49094,53,UDP,132,0,1,0,3
10.21.232.55,10.24.0.193,10.21.232.55,53,57008,UDP,132,196,1,1,3
10.21.232.55,10.21.226.161,10.21.239.255,55217,22222,UDP,70,0,1,0,3
10.21.232.55,10.21.232.16,10.21.239.255,58995,22222,UDP,70,0,1,0,3
10.21.232.55,10.21.227.136,10.21.239.255,55324,22222,UDP,70,0,1,0,3
10.21.232.55,0.0.0.0,255.255.255.255,68,67,UDP,330,0,1,0,3
10.21.232.55,10.21.232.55,10.24.0.193,53772,53,UDP,132,0,1,0,3
10.21.232.55,10.24.0.193,10.21.232.55,53,51932,UDP,132,196,1,1,3
10.21.232.55,10.21.226.109,10.21.239.255,49686,22222,UDP,70,0,1,0,3
10.21.232.55,10.21.232.55,10.24.0.193,35105,53,UDP,132,0,1,0,3
10.21.232.55,10.24.0.193,10.21.232.55,53,35105,UDP,132,196,1,1,3
10.21.232.55,10.21.236.69,10.21.239.255,51944,59870,UDP,237,0,1,0,3
10.21.232.55,10.21.227.108,10.21.239.255,138,138,UDP,228,0,1,0,3
10.21.232.55,10.21.227.108,10.21.239.255,56418,3289,UDP,60,0,1,0,3
10.21.232.55,10.21.227.108,10.21.239.255,60728,22222,UDP,70,0,1,0,3
10.21.232.55,10.21.227.108,10.21.239.255,54366,22222,UDP,70,0,1,0,3
10.21.232.55,10.21.227.108,10.21.239.255,52329,22222,UDP,70,0,1,0,3
10.21.232.55,10.21.232.55,10.24.0.193,38848,53,UDP,132,0,1,0,3
10.21.232.55,10.24.0.193,10.21.232.55,53,38848,UDP,132,196,1,1,3
10.21.232.55,10.21.232.55,10.24.0.193,54219,53,UDP,132,0,1,0,3
10.21.232.55,10.24.0.193,10.21.232.55,53,54219,UDP,132,196,1,1,3
10.21.232.55,10.21.232.55,10.24.0.193,38121,53,UDP,132,0,1,0,3
10.21.232.55,10.24.0.193,10.21.232.55,53,38121,UDP,132,196,1,1,3
10.21.232.55,10.21.227.108,10.21.239.255,61633,22222,UDP,70,0,1,0,3
10.21.232.55,10.21.227.108,10.21.239.255,64927,22222,UDP,70,0,1,0,3
10.21.232.55,10.21.232.55,10.24.0.193,54092,53,UDP,132,0,1,0,3
10.21.232.55,10.24.0.193,10.21.232.55,53,54092,UDP,132,132,1,1,3
10.21.232.55,10.21.226.109,10.21.239.255,64928,22222,UDP,70,0,1,0,3
10.21.232.55,10.21.232.55,10.24.0.193,46306,53,UDP,132,0,1,0,3
10.21.232.55,10.24.0.193,10.21.232.55,53,46306,UDP,132,132,1,1,3
10.21.232.55,10.21.232.55,10.24.0.193,34394,53,UDP,132,0,1,0,3
10.21.232.55,10.24.0.193,10.21.232.55,53,32789,UDP,132,132,1,1,3
10.21.232.55,10.21.232.55,10.24.0.193,42794,53,UDP,132,0,1,0,3
10.21.232.55,10.24.0.193,10.21.232.55,53,42794,UDP,132,196,1,1,3
10.21.232.55,10.21.232.55,10.24.0.193,54930,53,UDP,132,0,1,0,3
10.21.232.55,10.24.0.193,10.21.232.55,53,43215,UDP,132,196,1,1,3
10.21.232.55,10.21.232.55,10.24.0.193,38791,53,UDP,132,0,1,0,3
10.21.232.55,10.24.0.193,10.21.232.55,53,41019,UDP,132,196,1,1,3
10.21.232.55,10.21.232.55,10.24.0.193,59631,53,UDP,132,0,1,0,3
10.21.232.55,10.24.0.193,10.21.232.55,53,59631,UDP,132,196,1,1,3
10.21.232.55,10.21.236.69,10.21.239.255,54103,59870,UDP,248,0,1,0,3
10.21.232.55,10.21.232.55,10.24.0.193,40946,53,UDP,132,0,1,0,3
10.21.232.55,10.24.0.193,10.21.232.55,53,58221,UDP,132,196,1,1,3
10.21.232.55,10.21.227.108,10.21.239.255,60677,3289,UDP,60,0,1,0,3
10.21.232.55,10.21.227.108,10.21.239.255,56777,22222,UDP,70,0,1,0,3
10.21.232.55,10.21.227.108,10.21.239.255,60940,22222,UDP,70,0,1,0,3
10.21.232.55,10.21.232.55,10.24.0.193,52485,53,UDP,132,0,1,0,3
10.21.232.55,10.24.0.193,10.21.232.55,53,52485,UDP,132,196,1,1,3
10.21.232.55,10.21.232.55,10.24.0.193,58483,53,UDP,132,0,1,0,3
10.21.232.55,10.24.0.193,10.21.232.55,53,58483,UDP,132,196,1,1,3
10.21.232.55,10.21.236.69,10.21.239.255,60885,3289,UDP,60,0,1,0,3
10.21.232.55,10.21.236.69,10.21.239.255,55377,22222,UDP,70,0,1,0,3
10.21.232.55,10.21.236.69,10.21.239.255,63394,22222,UDP,70,0,1,0,3
10.21.232.55,10.21.236.69,10.21.239.255,57202,22222,UDP,70,0,1,0,3
10.21.232.55,10.21.232.55,10.24.0.193,52532,53,UDP,132,0,1,0,3
10.21.232.55,10.24.0.193,10.21.232.55,53,52532,UDP,132,196,1,1,3
10.21.232.55,10.21.232.55,10.24.0.193,47162,53,UDP,132,0,1,0,3
10.21.232.55,10.24.0.193,10.21.232.55,53,46958,UDP,132,196,1,1,3
10.21.232.55,10.21.232.55,10.24.0.193,58758,53,UDP,132,0,1,0,3
10.21.232.55,10.24.0.193,10.21.232.55,53,34546,UDP,132,196,1,1,3
10.21.232.55,0.0.0.0,255.255.255.255,68,67,UDP,330,0,1,0,3
10.21.232.55,0.0.0.0,255.255.255.255,68,67,UDP,996,0,3,0,3
10.21.232.55,10.21.232.55,10.24.0.193,51248,53,UDP,132,0,1,0,3
10.21.232.55,10.24.0.193,10.21.232.55,53,43373,UDP,132,196,1,1,3
10.21.232.55,10.21.236.69,10.21.239.255,17500,17500,UDP,289,0,1,0,3
10.21.232.55,10.21.232.55,10.24.0.193,39685,53,UDP,132,0,1,0,3
10.21.232.55,10.24.0.193,10.21.232.55,53,39685,UDP,132,196,1,1,3
10.21.232.55,0.0.0.0,255.255.255.255,68,67,UDP,672,0,2,0,3
10.21.232.55,10.21.232.55,10.24.0.193,44699,53,UDP,132,0,1,0,3
10.21.232.55,10.24.0.193,10.21.232.55,53,38919,UDP,132,196,1,1,3
10.21.232.55,10.21.232.55,10.24.0.193,44177,53,UDP,132,0,1,0,3
10.21.232.55,10.24.0.193,10.21.232.55,53,44177,UDP,132,196,1,1,3
10.21.232.55,10.21.232.55,10.24.0.193,58238,53,UDP,132,0,1,0,3
10.21.232.55,10.24.0.193,10.21.232.55,53,58238,UDP,132,196,1,1,3
10.21.232.55,10.21.227.136,10.21.239.255,63678,22222,UDP,70,0,1,0,3
10.21.232.55,10.21.232.55,10.24.0.193,41264,53,UDP,132,0,1,0,3
10.21.232.55,10.24.0.193,10.21.232.55,53,41264,UDP,132,196,1,1,3
10.21.232.55,10.21.232.55,10.21.230.66,55496,631,TCP,750,301,5,4,3
10.21.232.55,10.21.232.55,10.24.0.193,57707,53,UDP,132,0,1,0,3
10.21.232.55,10.24.0.193,10.21.232.55,53,57707,UDP,132,196,1,1,3
10.21.232.55,10.21.232.55,10.21.228.18,41012,631,TCP,750,301,5,4,3
10.21.232.55,10.21.232.55,10.21.228.18,41012,631,TCP,14867,394521,213,298,3
10.21.232.55,10.21.232.55,10.21.234.129,49584,631,TCP,750,301,5,4,3
10.21.232.55,10.21.232.55,10.24.0.193,43872,53,UDP,132,0,1,0,3
10.21.232.55,10.24.0.193,10.21.232.55,53,43872,UDP,132,196,1,1,3
10.21.232.55,10.21.232.55,10.21.236.119,55028,631,TCP,754,301,5,4,3
10.21.232.55,10.21.232.55,10.21.228.18,40998,631,TCP,684,270,4,4,3
10.21.232.55,10.21.232.55,10.24.0.193,33400,53,UDP,132,0,1,0,3
10.21.232.55,10.24.0.193,10.21.232.55,53,33400,UDP,132,196,1,1,3
10.21.232.55,10.21.232.55,10.21.228.18,41776,631,TCP,750,301,5,4,3
10.21.232.55,10.21.232.55,10.21.228.18,41776,631,TCP,25427,399471,373,373,3
10.21.232.55,10.21.232.55,10.24.0.193,54538,53,UDP,132,0,1,0,3
10.21.232.55,10.24.0.193,10.21.232.55,53,54538,UDP,132,196,1,1,3
10.21.232.55,10.21.232.55,10.21.232.233,35650,631,TCP,750,367,5,5,3
10.21.232.55,10.21.232.55,10.21.234.204,33174,631,TCP,832,270,6,4,3
10.21.232.55,10.21.232.55,10.21.234.204,50870,631,TCP,684,270,4,4,3
10.21.232.55,10.21.232.55,10.21.234.204,50882,631,TCP,661,270,4,4,3
10.21.232.55,10.21.232.55,10.21.228.18,41768,631,TCP,832,270,6,4,3
10.21.232.55,10.21.232.55,10.21.234.204,47806,631,TCP,661,270,4,4,3
10.21.232.55,10.21.232.55,10.21.234.204,47788,631,TCP,684,270,4,4,3
10.21.232.55,10.21.232.55,10.21.234.204,47804,631,TCP,684,270,4,4,3
10.21.232.55,10.21.232.55,10.24.0.193,34265,53,UDP,132,0,1,0,3
10.21.232.55,10.24.0.193,10.21.232.55,53,34265,UDP,132,196,1,1,3
10.21.232.55,10.21.232.55,10.24.0.193,39941,53,UDP,132,0,1,0,3
10.21.232.55,10.24.0.193,10.21.232.55,53,51768,UDP,132,196,1,1,3
10.21.232.55,10.21.232.55,10.24.0.193,40209,53,UDP,132,0,1,0,3
10.21.232.55,10.24.0.193,10.21.232.55,53,46781,UDP,132,196,1,1,3
10.21.232.55,10.21.232.55,10.24.0.193,45237,53,UDP,132,0,1,0,3
10.21.232.55,10.24.0.193,10.21.232.55,53,45237,UDP,132,196,1,1,3
10.21.232.55,10.21.232.55,10.24.0.193,33721,53,UDP,132,0,1,0,3
10.21.232.55,10.24.0.193,10.21.232.55,53,33721,UDP,132,196,1,1,3
10.21.232.55,10.21.232.55,10.24.0.193,47335,53,UDP,132,0,1,0,3
10.21.232.55,10.24.0.193,10.21.232.55,53,47335,UDP,132,196,1,1,3
10.21.232.55,10.21.232.55,10.24.0.193,44150,53,UDP,132,0,1,0,3
10.21.232.55,10.24.0.193,10.21.232.55,53,44150,UDP,132,196,1,1,3
10.21.232.55,10.21.236.69,10.21.239.255,56762,59870,UDP,213,0,1,0,3
10.21.232.55,10.21.232.55,10.24.0.193,55494,53,UDP,83,0,1,0,3
10.21.232.55,10.24.0.193,10.21.232.55,53,40339,UDP,132,196,1,1,3
10.21.232.55,10.21.226.109,10.21.239.255,50807,3289,UDP,60,0,1,0,3
10.21.232.55,10.21.232.55,10.24.0.193,58825,53,UDP,132,0,1,0,3
10.21.232.55,10.24.0.193,10.21.232.55,53,34595,UDP,132,196,1,1,3
10.21.232.55,10.21.232.55,10.24.0.193,44642,53,UDP,132,0,1,0,3
10.21.232.55,10.24.0.193,10.21.232.55,53,44642,UDP,132,196,1,1,3
10.21.232.55,10.21.232.55,10.24.0.193,53943,53,UDP,132,0,1,0,3
10.21.232.55,10.24.0.193,10.21.232.55,53,53943,UDP,132,196,1,1,3
10.21.232.55,10.21.232.55,10.24.0.193,58255,53,UDP,132,0,1,0,3
10.21.232.55,10.24.0.193,10.21.232.55,53,58255,UDP,132,196,1,1,3
10.21.232.55,10.21.227.108,10.21.239.255,55084,22222,UDP,70,0,1,0,3
10.21.232.55,10.21.227.108,10.21.239.255,49444,22222,UDP,70,0,1,0,3
10.21.232.55,10.21.232.55,10.24.0.193,36074,53,UDP,132,0,1,0,3
10.21.232.55,10.24.0.193,10.21.232.55,53,36934,UDP,132,196,1,1,3
10.21.232.55,10.21.226.109,10.21.239.255,49665,22222,UDP,70,0,1,0,3
10.21.232.55,10.21.232.55,10.24.0.193,54462,53,UDP,132,0,1,0,3
10.21.232.55,10.24.0.193,10.21.232.55,53,54462,UDP,132,196,1,1,3
10.21.232.55,10.21.226.109,10.21.239.255,57484,3289,UDP,60,0,1,0,3
10.21.232.55,10.21.236.69,10.21.239.255,52969,59870,UDP,253,0,1,0,3
10.21.232.55,10.21.226.109,10.21.239.255,59388,3289,UDP,60,0,1,0,3
